rank,word,weight,topic_id
20,いつ,0.005442306736094816,6
21,風,0.005417827959092173,6
22,涙,0.005322230325125314,6
23,心,0.005239315078776177,6
24,それ,0.004901223061121016,6
25,三十路,0.004798406697643273,6
26,もの,0.004700847571345671,6
27,知る,0.004607277125589523,6
28,歩く,0.0045924682311826726,6
29,待つ,0.004493483766257918,6
0,花,0.0191997319488022,7
1,君,0.01595387406457208,7
2,咲く,0.015035818548383172,7
3,僕,0.011884201576254073,7
4,春,0.011685590215194134,7
5,風,0.01012338014800846,7
6,今,0.009944077277208793,7
7,あなた,0.009664721428574745,7
8,いつ,0.009377844552297626,7
9,夢,0.008918378692266906,7
10,誰,0.00841481279872907,7
11,道,0.008277138904058595,7
12,さくら,0.008003617976249976,7
13,空,0.007234319650303346,7
14,花 咲く,0.007144496646049982,7
15,ゆく,0.006905071252778617,7
16,日,0.006774347769428844,7
17,忘れる,0.0066841972576854045,7
18,桜,0.006658757289307995,7
19,私,0.006501499532912031,7
20,恋,0.006334441209274712,7
21,心,0.006283468204503672,7
22,見る,0.005859677417958347,7
23,涙,0.005809829380634463,7
24,どこ,0.005791050424726857,7
25,散る,0.005753805648069617,7
26,未来,0.005546446747755019,7
27,人,0.005370950894650495,7
28,舞う,0.005339045241316007,7
29,中,0.005276949787071093,7
0,ya,0.015944332524542516,8
1,ya ya,0.01453014574131635,8
2,oh,0.012852979032535619,8
3,up,0.0127800303304394,8
4,ya ya ya,0.012477499645994365,8
5,ya ya ya ya,0.010281409243648058,8
6,oh oh,0.01016249149369056,8
7,you,0.009449586125900557,8
8,yeah,0.008439098842982223,8
9,oh oh oh,0.008005047630473718,8
10,hey,0.007539996378915324,8
11,踊る,0.006655948097117949,8
12,君,0.006114003334875626,8
13,shanana,0.005983476455453615,8
14,太陽,0.005868382587914376,8
15,世界,0.00571298556698143,8
16,oh oh oh oh,0.005709783645801286,8
17,僕,0.0055580665096774794,8
18,行く,0.005552244878124711,8
19,ション,0.005224185008434977,8
20,音,0.00516304989005393,8
21,誰,0.005076807431690498,8
22,we,0.004880771736643893,8
23,wow,0.004847310574518317,8
24,ハイ,0.0048211977645067775,8
25,the,0.0047110785531688385,8
26,踊れる,0.004582815470221192,8
27,dance,0.004561186820247234,8
28,cha,0.00454903477934505,8
29,hey hey,0.004478505577203248,8
0,雪,0.03841372748208373,9
1,君,0.018459107812523745,9
2,あなた,0.017636702969857518,9
3,降る,0.015148828608880012,9
4,僕,0.014149794143656224,9
5,冬,0.013827370072263988,9
6,街,0.01063441530748729,9
7,雪 降る,0.00838144293445154,9
8,いつ,0.007899320145992362,9
9,空,0.007644373416027262,9
10,二人,0.007607030103992332,9
11,恋,0.007454993860330374,9
12,白い,0.007385646999284956,9
13,私,0.0070021314735093385,9
14,手,0.006941216251735452,9
15,人,0.006923069689902443,9
16,今,0.006883150064186938,9
17,しまう,0.006801330921254766,9
18,時,0.006671916844360737,9
19,snow,0.00654510419076701,9
20,何,0.0065225903597961625,9
21,それ,0.006487848893111783,9
22,想う,0.0063919715369891335,9
23,心,0.006210003200711945,9
24,見る,0.0059450388825353535,9
25,夜,0.005925739939593132,9
26,誰,0.005890803561271857,9
27,寒い,0.005889886894469572,9
28,忘れる,0.005857062091000429,9
29,思い出す,0.005688617495297606,9
0,いい,0.019249204094670968,10
1,飲む,0.013520497019111871,10
2,感じ,0.011470956281764273,10
3,uh,0.010646382347061684,10
4,いい いい,0.009995584947277777,10
5,ビール,0.009765362130999915,10
6,君,0.009704109054453918,10
7,baby,0.008129251481962845,10
8,feel,0.008013640104832293,10
9,uh uh,0.007506714912760549,10
10,俺,0.006790480610234574,10
11,feel feel,0.006672157267296814,10
12,あなた,0.006499559762359878,10
13,i,0.006401743611721444,10
14,you,0.006188939858537716,10
15,気分,0.006094171878352585,10
16,hey,0.005969334349449169,10
17,僕,0.005874021000341022,10
18,ほん,0.0056763803006565795,10
19,gotta,0.005622378949920423,10
20,今日,0.005564433643689619,10
21,いつも,0.005551227055085833,10
22,こんな 感じ,0.005525658132242169,10
23,一,0.005302020504981482,10
24,明日,0.00518185924143935,10
25,そんな,0.005094776096896558,10
26,oh,0.005002678164349856,10
27,go,0.004990274194817848,10
28,人,0.004853734201551159,10
29,愛,0.004779323471783962,10
